# 출처: https://datalaw.kr/sanctions/ · 수집일 2026-09-11 · 결정문에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 결정문 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,사건번호,의결주체,피심인,위반조문,처분,과징금(원),과태료(원),행 주소,원문 게시물
2025-06-11,제2025-013-042호,"2024조이0010, 2023조이0055-01, 02",위원회,머크㈜,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표 1년,"80,000,000","6,000,000",https://datalaw.kr/sanctions/#d-2025-013-042,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0493
2025-06-11,제2025-013-041호,"2024조총0059, 0067",위원회,이화여자대학교,제24조 제3항(고유식별정보의 처리 제한); 제29조(안전조치의무),과징금; 시정명령,"343,000,000",,https://datalaw.kr/sanctions/#d-2025-013-041,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0495
2025-06-11,제2025-013-040호,"2024조총0059, 0067",위원회,전북대학교,제24조 제3항(고유식별정보의 처리 제한); 제24조의2(주민등록번호 처리의 제한),과징금; 과태료; 시정명령,"623,000,000","5,400,000",https://datalaw.kr/sanctions/#d-2025-013-040,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0495
2025-06-11,제2025-013-039호,2024조삼0004-01~03,위원회,네이버클라우드 주식회사,,개선권고,,,https://datalaw.kr/sanctions/#d-2025-013-039,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0492
2025-06-11,제2025-013-038호,2024조삼0004-01~03,위원회,한국마이크로소프트 (유),,개선권고,,,https://datalaw.kr/sanctions/#d-2025-013-038,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0492
2025-06-11,제2025-013-037호,2024조삼0004-01~03,위원회,아마존웹서비시즈코리아 유한책임회사,,개선권고,,,https://datalaw.kr/sanctions/#d-2025-013-037,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0492
2025-05-14,제2025-209-223호,202312조일0104 등 2건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"1,800,000",https://datalaw.kr/sanctions/#d-2025-209-223,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0406
2025-05-14,제2025-209-222호,202312조일0104 등 2건,제2소위원회,비공개,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료,,"7,200,000",https://datalaw.kr/sanctions/#d-2025-209-222,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0406
2025-05-14,제2025-209-221호,2020조총0056,제2소위원회,비공개,제20조 제1항(정보주체 이외로부터 수집한 개인정보의 수집 출처 등 통지),경고,,,https://datalaw.kr/sanctions/#d-2025-209-221,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0395
2025-05-14,제2025-209-220호,,제2소위원회,노원구,제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과태료; 시정권고,,"7,500,000",https://datalaw.kr/sanctions/#d-2025-209-220,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0395
2025-05-14,제2025-209-219호,,제2소위원회,(재)전라남도정보문화산업진흥원,제21조 제1항(개인정보의 파기); 제24조의2 제2항(주민등록번호 처리의 제한); 제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과태료; 공표,,"14,400,000",https://datalaw.kr/sanctions/#d-2025-209-219,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0395
2025-05-14,제2025-011-035호,"2024조일0013, 2025조일0025",위원회,Elementary Innovation Pte. Ltd,제24조의2(주민등록번호 처리의 제한),과징금; 시정명령; 개선권고,"490,000,000",,https://datalaw.kr/sanctions/#d-2025-011-035,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0426
2025-05-14,제2025-011-034호,"2025조총0020, 0021, 0025",위원회,㈜더피엔엘,제22조(동의를 받는 방법); 제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과태료,,"12,000,000",https://datalaw.kr/sanctions/#d-2025-011-034,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0422
2025-05-14,제2025-011-033호,"2025조총0020, 0021, 0025",위원회,비공개,제22조(동의를 받는 방법); 제29조(안전조치의무); 제30조(개인정보 처리방침의 수립 및 공개),시정명령,,,https://datalaw.kr/sanctions/#d-2025-011-033,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0422
2025-05-14,제2025-011-032호,"2025조총0020, 0021, 0025",위원회,비공개,제29조(안전조치의무); 제30조(개인정보 처리방침의 수립 및 공개),시정명령,,,https://datalaw.kr/sanctions/#d-2025-011-032,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0422
2025-05-14,제2025-011-028호,"2025조삼0003-01, 02",위원회,한국교육학술정보원,제63조의2 제2항(사전 실태점검),개선권고; 시정권고,,,https://datalaw.kr/sanctions/#d-2025-011-028,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0419
2025-05-14,제2024-013-193호,"2024조일0013, 2025조일0025",위원회,Whaleco Technology Limited,제28조의8(개인정보의 국외 이전); 제26조(업무위탁에 따른 개인정보의 처리 제한); 제31조의2(국내대리인의 지정),과징금; 과태료; 시정명령; 개선권고,"879,000,000","17,600,000",https://datalaw.kr/sanctions/#d-2024-013-193,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0426
2025-05-02,제2025-010-027호,,위원회,SK텔레콤(주),,개선권고,,,https://datalaw.kr/sanctions/#d-2025-010-027,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0373
2025-04-23,제2025-208-197호,,제2소위원회,㈜모우다,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료; 공표,,"5,400,000",https://datalaw.kr/sanctions/#d-2025-208-197,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0317
2025-04-23,제2025-208-196호,,제2소위원회,엘오케이(유),제29조(안전조치의무); 제39조의4 제1항(개인정보 유출등의 통지·신고에 대한 특례),과태료; 공표,,"6,600,000",https://datalaw.kr/sanctions/#d-2025-208-196,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0317
2025-04-23,제2025-208-195호,,제2소위원회,㈜서울프라퍼티인사이트,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료,,"7,200,000",https://datalaw.kr/sanctions/#d-2025-208-195,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0317
2025-04-23,제2025-208-194호,,제2소위원회,바른통신,제21조(개인정보의 파기); 제24조의2 제2항(주민등록번호 처리의 제한),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2025-208-194,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0317
2025-04-23,제2025-208-193호,,제2소위원회,㈜포피플,제29조(안전조치의무); 제21조(개인정보의 파기),과태료,,"5,400,000",https://datalaw.kr/sanctions/#d-2025-208-193,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0317
2025-04-23,제2025-208-192호,2023조일0092 등 4건,제2소위원회,네츄럴비자,제21조 제1항(개인정보의 파기); 제24조 제3항(고유식별정보의 처리 제한); 제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과태료,,"5,400,000",https://datalaw.kr/sanctions/#d-2025-208-192,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0328
2025-04-23,제2025-208-191호,2023조일0092 등 4건,제2소위원회,재단법인 우리다문화장학재단,제24조(고유식별정보의 처리 제한); 제29조(안전조치의무),과태료,,"1,800,000",https://datalaw.kr/sanctions/#d-2025-208-191,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0328
2025-04-23,제2025-208-190호,2023조일0092 등 4건,제2소위원회,비공개,제24조(고유식별정보의 처리 제한); 제29조(안전조치의무),과태료,,"2,100,000",https://datalaw.kr/sanctions/#d-2025-208-190,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0328
2025-04-23,제2025-208-189호,2023조일0092 등 4건,제2소위원회,언더독스 주식회사,제24조(고유식별정보의 처리 제한); 제29조(안전조치의무),과태료,,"2,100,000",https://datalaw.kr/sanctions/#d-2025-208-189,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0328
2025-04-23,제2025-009-026호,2025-조일-0019,위원회,"Hangzhou DeepSeek Artificial Intelligence Co., Ltd",제63조의2 제2항(사전 실태점검),개선권고; 시정권고,,,https://datalaw.kr/sanctions/#d-2025-009-026,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0339
2025-04-09,제2025-207-169호,2025조이0017 등 6건,제2소위원회,가연결혼정보(주),제37조(개인정보의 처리정지 등),과태료; 개선권고,,"2,700,000",https://datalaw.kr/sanctions/#d-2025-207-169,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0260
2025-04-09,제2025-207-168호,2025조이0017 등 6건,제2소위원회,해피컴퍼니,제20조(정보주체 이외로부터 수집한 개인정보의 수집 출처 등 통지),과태료,,"4,200,000",https://datalaw.kr/sanctions/#d-2025-207-168,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0260
2025-04-09,제2025-207-167호,2025조이0017 등 6건,제2소위원회,엠제이다이렉트,제20조(정보주체 이외로부터 수집한 개인정보의 수집 출처 등 통지),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2025-207-167,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0260
2025-04-09,제2025-207-166호,2025조이0017 등 6건,제2소위원회,부스트HCC,제20조(정보주체 이외로부터 수집한 개인정보의 수집 출처 등 통지),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2025-207-166,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0260
2025-04-09,제2025-207-165호,2025조이0017 등 6건,제2소위원회,가온누리소프트웨어,제20조(정보주체 이외로부터 수집한 개인정보의 수집 출처 등 통지),과태료,,"4,200,000",https://datalaw.kr/sanctions/#d-2025-207-165,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0260
