# 출처: https://datalaw.kr/sanctions/kmcc/ · 기준일 2026-08-21 · 방송통신위원회 의결서(스캔본)에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 의결서 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,피심인(의결 당시 상호),업종,위반조문,처분,과징금(원),과태료(원),행 주소,의결서 PDF
2019-09-06,제2019-44-264호,비공개,웹하드 서비스 제공 사이트,정보통신망법 제29조,시정명령; 과태료; 과징금,"41,100,000","24,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-44-264,https://www.kmcc.go.kr/download.do?fileSeq=49445
2019-09-06,제2019-44-263호,비공개,식품배송 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"81,200,000","15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-44-263,https://www.kmcc.go.kr/download.do?fileSeq=49444
2019-09-06,제2019-44-260호,비공개,온라인으로 쇼핑몰 솔루션 개발 및 임대 등 서비스를 제공하기 위해…,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금; 공표,"18,900,000","10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-44-260,https://www.kmcc.go.kr/download.do?fileSeq=49443
2019-09-06,제2019-44-257호,비공개,인테리어용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"77,300,000","13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-44-257,https://www.kmcc.go.kr/download.do?fileSeq=49442
2019-08-23,제2019-41-239호,비공개,뷰티• 생활용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-239,https://www.kmcc.go.kr/download.do?fileSeq=49441
2019-08-23,제2019-41-238호,비공개,주스기(녹즙기) 등 판매 사이트,정보통신망법 제28조,시정명령; 과태료,,"8,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-238,https://www.kmcc.go.kr/download.do?fileSeq=49440
2019-08-23,제2019-41-237호,비공개,애완동물 용품 판매 사이트,정보통신망법 제27조의3,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-237,https://www.kmcc.go.kr/download.do?fileSeq=49439
2019-08-23,제2019-41-236호,비공개,화장품 판매 사이트,정보통신망법 제27조의3 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-236,https://www.kmcc.go.kr/download.do?fileSeq=49438
2019-08-23,제2019-41-235호,비공개,과일주스 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-235,https://www.kmcc.go.kr/download.do?fileSeq=49437
2019-08-23,제2019-41-234호,비공개,의류 • 잡화 등의 판매 사이트,정보통신망법 제27조의3 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-234,https://www.kmcc.go.kr/download.do?fileSeq=49436
2019-08-23,제2019-41-233호,비공개,건어물 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-233,https://www.kmcc.go.kr/download.do?fileSeq=49435
2019-08-23,제2019-41-232호,비공개,커피관련 재료 판매 사이트,정보통신망법 제28조,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-232,https://www.kmcc.go.kr/download.do?fileSeq=49434
2019-08-23,제2019-41-231호,비공개,아크릴 가공 및 판매 사이트,정보통신망법 제28조,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-231,https://www.kmcc.go.kr/download.do?fileSeq=49433
2019-08-23,제2019-41-230호,비공개,전산소모품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-230,https://www.kmcc.go.kr/download.do?fileSeq=49432
2019-08-23,제2019-41-229호,비공개,골프용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"4,300,000","5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-229,https://www.kmcc.go.kr/download.do?fileSeq=49431
2019-08-23,제2019-41-228호,비공개,가죽제품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-228,https://www.kmcc.go.kr/download.do?fileSeq=49430
2019-08-23,제2019-41-227호,비공개,"의류, 곡물 판매 사이트",정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-227,https://www.kmcc.go.kr/download.do?fileSeq=49429
2019-08-23,제2019-41-226호,비공개,스키 및 스킨스쿠버 용품 판매 사이트,정보통신망법 제27조의3 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-226,https://www.kmcc.go.kr/download.do?fileSeq=49428
2019-08-23,제2019-41-225호,비공개,해외구매대행 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-225,https://www.kmcc.go.kr/download.do?fileSeq=49427
2019-08-23,제2019-41-224호,비공개,컴퓨터주변기기 판매 사이트,정보통신망법 제28조,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-224,https://www.kmcc.go.kr/download.do?fileSeq=49426
2019-08-23,제2019-41-223호,비공개,구두 판매 사이트,정보통신망법 제27조; 정보통신망법 제27조의3; 정보통신망법 제28조 제1항,시정명령; 과태료,,"18,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-223,https://www.kmcc.go.kr/download.do?fileSeq=49425
2019-08-23,제2019-41-222호,비공개,건강식품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-222,https://www.kmcc.go.kr/download.do?fileSeq=49424
2019-08-23,제2019-41-221호,비공개,소스 제조•판매 사이트,정보통신망법 제27조의3 제1항; 정보통신망법 제28조 제1항,시정명령; 과태료,,"14,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-221,https://www.kmcc.go.kr/download.do?fileSeq=49423
2019-08-23,제2019-41-220호,비공개,여성청결제 판매 사이트,정보통신망법 제27조의3; 정보통신망법 제28조 제1항,시정명령; 과태료,,"18,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-220,https://www.kmcc.go.kr/download.do?fileSeq=49422
2019-08-23,제2019-41-219호,비공개,한복판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-219,https://www.kmcc.go.kr/download.do?fileSeq=49421
2019-08-23,제2019-41-218호,비공개,렌탈 사이트,정보통신망법 제27조의3,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-218,https://www.kmcc.go.kr/download.do?fileSeq=49420
2019-08-23,제2019-41-217호,비공개,뜨개실 판매 사이트,정보통신망법 제27조의3,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-217,https://www.kmcc.go.kr/download.do?fileSeq=49419
2019-08-23,제2019-41-216호,비공개,화장품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-216,https://www.kmcc.go.kr/download.do?fileSeq=49418
2019-08-23,제2019-41-215호,비공개,건강식품 판매 사이트,정보통신망법 제27조의3 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-215,https://www.kmcc.go.kr/download.do?fileSeq=49417
2019-08-23,제2019-41-214호,비공개,홈페이지를 통해 애견용품 등을 판매,정보통신망법 제27조의3 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-214,https://www.kmcc.go.kr/download.do?fileSeq=49416
2019-08-23,제2019-41-213호,비공개,낚시용품 판매 사이트,정보통신망법 제27조; 정보통신망법 제27조의3; 정보통신망법 제28조,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-213,https://www.kmcc.go.kr/download.do?fileSeq=49415
2019-08-23,제2019-41-212호,비공개,볼링용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-212,https://www.kmcc.go.kr/download.do?fileSeq=49414
2019-08-23,제2019-41-210호,비공개,원단 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-210,https://www.kmcc.go.kr/download.do?fileSeq=49413
2019-08-23,제2019-41-209호,비공개,유아용 물티슈 판매 사이트,정보통신망법 제29조,시정명령; 과태료; 과징금,"4,800,000","20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-209,https://www.kmcc.go.kr/download.do?fileSeq=49412
2019-08-23,제2019-41-208호,비공개,해외상품 구매대행 사이트,정보통신망법 제29조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-208,https://www.kmcc.go.kr/download.do?fileSeq=49411
2019-08-23,제2019-41-207호,비공개,스포츠용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"5,400,000","10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-207,https://www.kmcc.go.kr/download.do?fileSeq=49410
2019-08-23,제2019-41-206호,비공개,가전제품 판매 사이트,정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-206,https://www.kmcc.go.kr/download.do?fileSeq=49409
2019-08-23,제2019-41-205호,비공개,"무인출력, 복사, 스캔 서비스 제공 사이트",정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-205,https://www.kmcc.go.kr/download.do?fileSeq=49408
2019-08-23,제2019-41-203호,비공개,신발 판매 사이트,정보통신망법 제27조의3; 정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-203,https://www.kmcc.go.kr/download.do?fileSeq=49407
2019-08-23,제2019-41-202호,비공개,화장품 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"23,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-202,https://www.kmcc.go.kr/download.do?fileSeq=49406
2019-08-23,제2019-41-201호,비공개,노인용 건강용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-201,https://www.kmcc.go.kr/download.do?fileSeq=49405
2019-08-23,제2019-41-199호,비공개,"신발, 의류 등 스포츠용품 판매 사이트",정보통신망법 제29조,시정명령; 과태료; 과징금,"9,500,000","38,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-199,https://www.kmcc.go.kr/download.do?fileSeq=49404
2019-08-23,제2019-41-198호,비공개,가공식품 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-198,https://www.kmcc.go.kr/download.do?fileSeq=49403
2019-08-23,제2019-41-197호,비공개,건강식품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"71,100,000","13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-197,https://www.kmcc.go.kr/download.do?fileSeq=49402
2019-08-23,제2019-41-196호,비공개,전자책 출판서비스 제공 사이트,정보통신망법 제29조,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-196,https://www.kmcc.go.kr/download.do?fileSeq=49401
2019-08-23,제2019-41-195호,비공개,"프린터, 잉크 등 사무용품 판매 사이트",정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-195,https://www.kmcc.go.kr/download.do?fileSeq=49400
2019-08-23,제2019-41-194호,비공개,"잉크, 토너 등 사무용품 판매 사이트",정보통신망법 제29조,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-194,https://www.kmcc.go.kr/download.do?fileSeq=49399
2019-08-23,제2019-41-193호,비공개,수영복 등의 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-193,https://www.kmcc.go.kr/download.do?fileSeq=49398
2019-08-23,제2019-41-192호,비공개,모바일 상품권 판매 사이트,정보통신망법 제28조; 정보통신망법 제29조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-192,https://www.kmcc.go.kr/download.do?fileSeq=49397
2019-08-23,제2019-41-191호,비공개,게임기 용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-191,https://www.kmcc.go.kr/download.do?fileSeq=49396
2019-08-23,제2019-41-190호,비공개,"잉크, 토너 등 사무 용품 판매 사이트",정보통신망법 제29조,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-190,https://www.kmcc.go.kr/download.do?fileSeq=49395
2019-08-23,제2019-41-189호,비공개,커피용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-189,https://www.kmcc.go.kr/download.do?fileSeq=49394
2019-08-23,제2019-41-188호,비공개,결혼정보 제공 사이트,정보통신망법 제29조,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-188,https://www.kmcc.go.kr/download.do?fileSeq=49393
2019-08-23,제2019-41-187호,비공개,꽃 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"35,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-187,https://www.kmcc.go.kr/download.do?fileSeq=49392
2019-08-23,제2019-41-186호,비공개,휴대전화 액세서리 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-186,https://www.kmcc.go.kr/download.do?fileSeq=49391
2019-08-23,제2019-41-184호,비공개,게임서비스 제공 사이트,정보통신망법 제29조,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-184,https://www.kmcc.go.kr/download.do?fileSeq=49390
2019-08-23,제2019-41-183호,비공개,"CD, DVD 등 음반 판매 사이트",정보통신망법 제27조의3 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-183,https://www.kmcc.go.kr/download.do?fileSeq=49389
2019-08-23,제2019-41-182호,비공개,음식배달 사이트 및 애플리케이션,정보통신망법 제28조 제1항,시정명령; 과태료,,"9,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-182,https://www.kmcc.go.kr/download.do?fileSeq=49388
2019-08-23,제2019-41-181호,비공개,이유식 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"7,300,000","10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-181,https://www.kmcc.go.kr/download.do?fileSeq=49387
2019-08-23,제2019-41-180호,비공개,재활용 잉크카트리지 및 전산소모품 판매 사이트,정보통신망법 제27조의3,시정명령; 과태료,,"23,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-180,https://www.kmcc.go.kr/download.do?fileSeq=49386
2019-08-23,제2019-41-179호,비공개,커피관련 제품 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-179,https://www.kmcc.go.kr/download.do?fileSeq=49385
2019-08-23,제2019-41-178호,비공개,낚시용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-178,https://www.kmcc.go.kr/download.do?fileSeq=49384
2019-08-23,제2019-41-177호,비공개,귀금속 및 장신구 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-177,https://www.kmcc.go.kr/download.do?fileSeq=49383
2019-08-23,제2019-41-176호,비공개,야구용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"53,800,000","28,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-176,https://www.kmcc.go.kr/download.do?fileSeq=49382
2019-08-23,제2019-41-175호,비공개,어묵제품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-175,https://www.kmcc.go.kr/download.do?fileSeq=49381
2019-08-23,제2019-41-174호,비공개,유아용 프린트학습지 서비스 제공 사이트,정보통신망법 제29조,시정명령; 과태료,,"23,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-174,https://www.kmcc.go.kr/download.do?fileSeq=49380
2019-08-23,제2019-41-173호,비공개,신발 등의 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"9,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-173,https://www.kmcc.go.kr/download.do?fileSeq=49379
2019-08-23,제2019-41-172호,비공개,그림문자 콘텐츠 및 문자발송 서비스 제공 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-172,https://www.kmcc.go.kr/download.do?fileSeq=49378
2019-08-23,제2019-41-170호,비공개,신발 판매 사이트,정보통신망법 제28조,시정명령; 과태료,,"7,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-170,https://www.kmcc.go.kr/download.do?fileSeq=49377
2019-08-23,제2019-41-169호,비공개,"물티슈, 기저귀 등의 판매 사이트",정보통신망법 제27조의3 제1항,시정명령; 과태료,,"23,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-169,https://www.kmcc.go.kr/download.do?fileSeq=49376
2019-08-23,제2019-41-168호,비공개,"모자, 의류, 잡화 판매 사이트",정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"13,400,000","13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-168,https://www.kmcc.go.kr/download.do?fileSeq=49375
2019-08-23,제2019-41-167호,비공개,네일아트 용품 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"33,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-167,https://www.kmcc.go.kr/download.do?fileSeq=49374
2019-08-23,제2019-41-166호,비공개,공구 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금,"14,200,000","13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-166,https://www.kmcc.go.kr/download.do?fileSeq=49373
2019-08-23,제2019-41-165호,비공개,상품권 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-165,https://www.kmcc.go.kr/download.do?fileSeq=49372
2019-08-23,제2019-41-164호,비공개,고양이 용품 판매 사이트,정보통신망법 제27조의3; 정보통신망법 제28조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-164,https://www.kmcc.go.kr/download.do?fileSeq=49371
2019-08-23,제2019-41-163호,비공개,전자제품 판매 사이트,정보통신망법 제29조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-163,https://www.kmcc.go.kr/download.do?fileSeq=49370
2019-08-23,제2019-41-162호,비공개,카메라 및 관련 용품 판매 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"13,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-41-162,https://www.kmcc.go.kr/download.do?fileSeq=49369
2019-06-12,제2019-28-118호,비공개,,위치정보법 제19조 제1항; 위치정보법 제24조 제2항; 정보통신망법 제25조 제2항; 정보통신망법 제30조 제6항,시정명령; 과태료; 과징금,"1,900,000","14,200,000",https://datalaw.kr/sanctions/kmcc/#k-2019-28-118,https://www.kmcc.go.kr/download.do?fileSeq=48744
2019-06-12,제2019-28-117호,비공개,,위치정보법 제18조 제1항; 위치정보법 제24조 제2항; 정보통신망법 제25조 제2항; 정보통신망법 제30조 제6항,시정명령; 과태료; 과징금,"21,900,000","14,200,000",https://datalaw.kr/sanctions/kmcc/#k-2019-28-117,https://www.kmcc.go.kr/download.do?fileSeq=48743
2019-06-12,제2019-28-116호,비공개,을 개발하여 정보통신망을 통해 • 이용자의 개인정보를 수집•이용,정보통신망법 제22조 제1항; 정보통신망법 제30조 제6항,시정명령; 과태료; 과징금; 공표,"900,000","10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-28-116,https://www.kmcc.go.kr/download.do?fileSeq=48742
2019-01-29,제2019-05-024호,비공개,홈페이지와 모바일 앱을 통해,정보통신망법 제28조 제1항,시정명령; 과태료,,"8,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-024,https://www.kmcc.go.kr/download.do?fileSeq=47977
2019-01-29,제2019-05-023호,비공개,홈페이지 모바일 앱을 통해,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-023,https://www.kmcc.go.kr/download.do?fileSeq=47976
2019-01-29,제2019-05-022호,비공개,홈페이지와 모바일 앱을 통해,정보통신망법 제28조 제1항; 정보통신망법 제30조 제6항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-022,https://www.kmcc.go.kr/download.do?fileSeq=47975
2019-01-29,제2019-05-021호,비공개,모바일 앱을 통해,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-021,https://www.kmcc.go.kr/download.do?fileSeq=47974
2019-01-29,제2019-05-020호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-020,https://www.kmcc.go.kr/download.do?fileSeq=47973
2019-01-29,제2019-05-019호,비공개,하는 앱인 등,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"7,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-019,https://www.kmcc.go.kr/download.do?fileSeq=47972
2019-01-29,제2019-05-018호,비공개,,정보통신망법 제28조,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-018,https://www.kmcc.go.kr/download.do?fileSeq=47971
2019-01-29,제2019-05-017호,비공개,,정보통신망법 제30조 제6항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-017,https://www.kmcc.go.kr/download.do?fileSeq=47970
2019-01-29,제2019-05-016호,비공개,사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"7,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-016,https://www.kmcc.go.kr/download.do?fileSeq=47969
2019-01-29,제2019-05-015호,비공개,온라인 사이트,정보통신망법 제28조 제1항; 정보통신망법 제30조,시정명령; 과태료,,"14,000,000",https://datalaw.kr/sanctions/kmcc/#k-2019-05-015,https://www.kmcc.go.kr/download.do?fileSeq=47997
2018-12-19,제2018-71-585호,비공개,,정보통신망법 제24조; 정보통신망법 제25조 제3항; 정보통신망법 제67조 제2항,시정명령; 과태료; 과징금,"62,000,000","5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-71-585,https://www.kmcc.go.kr/download.do?fileSeq=47930
2018-11-28,제2018-67-566호,비공개,,정보통신망법 제29조 제1항,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2018-67-566,https://www.kmcc.go.kr/download.do?fileSeq=47929
2018-11-28,제2018-67-565호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-565,https://www.kmcc.go.kr/download.do?fileSeq=47928
2018-11-28,제2018-67-564호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-564,https://www.kmcc.go.kr/download.do?fileSeq=47927
2018-11-28,제2018-67-563호,비공개,,정보통신망법 제29조,시정명령; 과태료,,"7,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-563,https://www.kmcc.go.kr/download.do?fileSeq=47926
2018-11-28,제2018-67-562호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-562,https://www.kmcc.go.kr/download.do?fileSeq=47925
2018-11-28,제2018-67-560호,비공개,,정보통신망법 제29조,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2018-67-560,https://www.kmcc.go.kr/download.do?fileSeq=47923
2018-11-28,제2018-67-559호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-559,https://www.kmcc.go.kr/download.do?fileSeq=47922
2018-11-28,제2018-67-558호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"7,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-558,https://www.kmcc.go.kr/download.do?fileSeq=47921
2018-11-28,제2018-67-557호,비공개,,정보통신망법 제29조,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-67-557,https://www.kmcc.go.kr/download.do?fileSeq=47920
2018-11-26,제2018-67-561호,비공개,,정보통신망법 제29조,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2018-67-561,https://www.kmcc.go.kr/download.do?fileSeq=47924
2018-09-04,제2018-47-444호,비공개,홈페이지를 통해 생활용품 등을 판매,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금; 공표,"283,000,000","15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-444,https://www.kmcc.go.kr/download.do?fileSeq=47919
2018-09-04,제2018-47-443호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-443,https://www.kmcc.go.kr/download.do?fileSeq=47918
2018-09-04,제2018-47-442호,비공개,,정보통신망법 제29조,시정명령; 과태료,,"14,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-442,https://www.kmcc.go.kr/download.do?fileSeq=47917
2018-09-04,제2018-47-441호,비공개,,정보통신망법 제23조; 정보통신망법 제23조의2 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-441,https://www.kmcc.go.kr/download.do?fileSeq=47916
2018-09-04,제2018-47-440호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"8,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-440,https://www.kmcc.go.kr/download.do?fileSeq=47915
2018-09-04,제2018-47-439호,비공개,,정보통신망법 제23조; 정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-439,https://www.kmcc.go.kr/download.do?fileSeq=47914
